#####################################################################
# Alchemist log file - simulation started at: 2021-12-09T08:43+0000 #
#####################################################################
# random = 17.0
#
# The columns have the following meaning: 
# time localWarningInSystem[Min] localWarningInSystem[Max] localWarningInSystem[Mean] localWarningInSystem[Sum] meanWarningAtDetector[Sum] dataAtCollector[Sum] inSurveillanceArea[Sum] numDevicesAtDetector[Sum] localWarningInSurveillanceArea[Mean] localWarningInSurveillanceArea[Sum] sumWarningAtDetector[Mean] sumWarningAtDetector[Sum] meanWarningOverallAtDetector[Sum] meanWarningAtCollector[Sum] sumWarningAtCollector[Sum] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0003034458253823 0.0 0.0 0.0 0.0 0.0 0.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 0.0 0.0 0.0 0.0 0.0 0.0 175.0 12.050155378551194 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.0000043430624403 0.0 0.0 0.0 0.0 0.0 0.0 258.0 55.69207634537832 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.000085440056406 0.0 0.0 0.0 0.0 0.0 0.0 275.0 116.80438514675738 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.0003034458253826 0.0 0.0 0.0 0.0 0.0 0.0 274.0 187.0606539538509 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.000060275916339 0.0 0.0 0.0 0.0 0.0 0.0 274.0 231.8316010052862 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.0003034458253826 0.0 0.0 0.0 0.0 0.0 0.0 274.0 257.77119248202257 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.000127565777197 0.0 0.0 0.0 0.0 0.0 0.0 275.0 266.93787517816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.000274714836857 0.0 0.0 0.0 0.0 0.0 0.0 275.0 270.3606089297202 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.000303445825383 0.0 0.0 0.0 0.0 0.0 0.0 275.0 273.10887859252733 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
11.000008450843803 0.0 0.0 0.0 0.0 0.0 0.0 275.0 273.0877847726003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
12.000274849351118 0.0 0.0 0.0 0.0 0.0 0.0 275.0 271.7911643787529 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
13.000303445825383 0.0 0.0 0.0 0.0 0.0 0.0 275.0 270.4477435256291 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
14.000289156272238 0.0 0.0 0.0 0.0 0.0 0.0 275.0 270.55548300877336 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
15.000008994606906 0.0 0.0 0.0 0.0 0.0 0.0 275.0 272.43738074799256 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16.00030344582538 0.0 0.0 0.0 0.0 0.0 0.0 275.0 268.6861712280989 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
17.00030344582538 0.0 0.0 0.0 0.0 0.0 0.0 275.0 269.45092412868115 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
18.000281642570325 0.0 0.0 0.0 0.0 0.0 0.0 275.0 266.53768125753237 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
19.000034769788808 0.0 0.0 0.0 0.0 0.0 0.0 275.0 260.3771205095191 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
20.00030344582538 0.0 0.0 0.0 0.0 0.0 0.0 275.0 273.2579296539649 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
21.00030344582538 0.0 0.0 0.0 0.0 0.0 0.0 275.0 276.8688065348682 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
22.00030344582538 0.0 0.0 0.0 0.0 0.0 0.0 275.0 269.5346394161218 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
23.000271858801415 0.0 0.0 0.0 0.0 0.0 0.0 275.0 274.65590790819107 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
24.00003639746363 0.0 0.0 0.0 0.0 0.0 0.0 275.0 276.7410086951218 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
25.00030344582538 0.0 0.0 0.0 0.0 0.0 0.0 275.0 277.3400952352265 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
26.000058448019622 0.0 0.0 0.0 0.0 0.0 0.0 276.0 278.3984290015109 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
27.00008250045431 0.0 0.0 0.0 0.0 0.0 0.0 276.0 277.3903164576748 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
28.00010785410981 0.0 0.0 0.0 0.0 0.0 0.0 276.0 277.3056945734993 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
29.00002768467563 0.0 0.0 0.0 0.0 0.0 0.0 276.0 272.46462695687813 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
30.00030344582538 0.0 1.1856020528687268E-41 1.9694386260277871E-44 1.1856020528687268E-41 0.0 0.0 276.0 274.28201393726715 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
31.00030344582538 4.298292930913067E-95 49.560828969521744 1.1956326256703427 719.770840653546 0.0 0.0 275.0 268.4794495693837 2.6168970891487993 719.6466995159195 0.09219292036102993 55.50013805733977 0.2067202467315725 0.0 0.0 
32.000004597487695 3.5710795716327096E-95 49.45521189932549 1.1955081217230557 719.6958892772786 0.0 0.0 275.0 259.06108964580113 2.6166296377672653 719.5731503859976 0.40264583353196975 242.39279178624764 0.9356588135935695 0.0 0.0 
33.0000332959327 4.992295024900266E-95 49.40221334031847 1.198906364215002 721.7416312574306 0.0 0.0 275.0 274.48511976131266 2.6240766268138187 721.6210723737997 0.9327268306937267 561.5015520776174 2.045653886687515 0.0 0.0 
34.00030344582538 5.2026202630926834E-95 49.42719521804297 1.2034908168779161 724.5014717605058 0.0 0.0 275.0 271.53159098756214 2.6341204532190403 724.3831246352361 1.1194767584394725 673.9250085805586 2.4819396009484165 0.0 0.0 
