#####################################################################
# Alchemist log file - simulation started at: 2021-12-09T08:43+0000 #
#####################################################################
# random = 12.0
#
# The columns have the following meaning: 
# time localWarningInSystem[Min] localWarningInSystem[Max] localWarningInSystem[Mean] localWarningInSystem[Sum] meanWarningAtDetector[Sum] dataAtCollector[Sum] inSurveillanceArea[Sum] numDevicesAtDetector[Sum] localWarningInSurveillanceArea[Mean] localWarningInSurveillanceArea[Sum] sumWarningAtDetector[Mean] sumWarningAtDetector[Sum] meanWarningOverallAtDetector[Sum] meanWarningAtCollector[Sum] sumWarningAtCollector[Sum] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0005590746559656 0.0 0.0 0.0 0.0 0.0 0.0 73.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 0.0 0.0 0.0 0.0 0.0 0.0 255.0 12.431123720999327 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.000114259807339 0.0 0.0 0.0 0.0 0.0 0.0 274.0 50.171821382898806 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.000559074655966 0.0 0.0 0.0 0.0 0.0 0.0 280.0 120.95167807931661 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.0000860284767015 0.0 0.0 0.0 0.0 0.0 0.0 280.0 188.7706985620233 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.000084554308309 0.0 0.0 0.0 0.0 0.0 0.0 281.0 240.52803055028366 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.00023654399165 0.0 0.0 0.0 0.0 0.0 0.0 280.0 266.17412455870476 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.00008888933608 0.0 0.0 0.0 0.0 0.0 0.0 280.0 274.9879282852265 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.000022503673321 0.0 0.0 0.0 0.0 0.0 0.0 280.0 277.5070388681866 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.000101779413749 0.0 0.0 0.0 0.0 0.0 0.0 280.0 276.8333440620389 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
