#####################################################################
# Alchemist log file - simulation started at: 2021-12-09T08:43+0000 #
#####################################################################
# random = 10.0
#
# The columns have the following meaning: 
# time localWarningInSystem[Min] localWarningInSystem[Max] localWarningInSystem[Mean] localWarningInSystem[Sum] meanWarningAtDetector[Sum] dataAtCollector[Sum] inSurveillanceArea[Sum] numDevicesAtDetector[Sum] localWarningInSurveillanceArea[Mean] localWarningInSurveillanceArea[Sum] sumWarningAtDetector[Mean] sumWarningAtDetector[Sum] meanWarningOverallAtDetector[Sum] meanWarningAtCollector[Sum] sumWarningAtCollector[Sum] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0007035023519422 0.0 0.0 0.0 0.0 0.0 0.0 14.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 0.0 0.0 0.0 0.0 0.0 0.0 219.0 8.558548240194213 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.0001262305562824 0.0 0.0 0.0 0.0 0.0 0.0 271.0 40.83241894011765 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.0001202016381425 0.0 0.0 0.0 0.0 0.0 0.0 274.0 109.15394332819692 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.000420478570618 0.0 0.0 0.0 0.0 0.0 0.0 275.0 178.7927256009802 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.000703502351942 0.0 0.0 0.0 0.0 0.0 0.0 276.0 230.0581301540841 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.000703502351942 0.0 0.0 0.0 0.0 0.0 0.0 275.0 253.9776787345161 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.000515221929266 0.0 0.0 0.0 0.0 0.0 0.0 276.0 263.67955692997 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.000703502351943 0.0 0.0 0.0 0.0 0.0 0.0 276.0 265.38696655550416 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.00024644859142 0.0 0.0 0.0 0.0 0.0 0.0 277.0 267.4335968614436 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
11.000242644929 0.0 0.0 0.0 0.0 0.0 0.0 277.0 270.72077712676315 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
12.00000609283906 0.0 0.0 0.0 0.0 0.0 0.0 277.0 270.70141778929246 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
13.000077010141734 0.0 0.0 0.0 0.0 0.0 0.0 277.0 273.13101782784213 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
14.000019643541856 0.0 0.0 0.0 0.0 0.0 0.0 277.0 271.22550605861204 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
15.000057820018101 0.0 0.0 0.0 0.0 0.0 0.0 278.0 270.94271492892057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16.00000074371397 0.0 0.0 0.0 0.0 0.0 0.0 277.0 271.54947645297887 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
17.000239599945687 0.0 0.0 0.0 0.0 0.0 0.0 279.0 271.09383918969087 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
