#####################################################################
# Alchemist log file - simulation started at: 2021-12-09T08:43+0000 #
#####################################################################
# random = 16.0
#
# The columns have the following meaning: 
# time localWarningInSystem[Min] localWarningInSystem[Max] localWarningInSystem[Mean] localWarningInSystem[Sum] meanWarningAtDetector[Sum] dataAtCollector[Sum] inSurveillanceArea[Sum] numDevicesAtDetector[Sum] localWarningInSurveillanceArea[Mean] localWarningInSurveillanceArea[Sum] sumWarningAtDetector[Mean] sumWarningAtDetector[Sum] meanWarningOverallAtDetector[Sum] meanWarningAtCollector[Sum] sumWarningAtCollector[Sum] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0036381828704857 0.0 0.0 0.0 0.0 0.0 0.0 40.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 0.0 0.0 0.0 0.0 0.0 0.0 225.0 15.892211234826986 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.0005584566639008 0.0 0.0 0.0 0.0 0.0 0.0 262.0 60.07593222594012 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.000205101531185 0.0 0.0 0.0 0.0 0.0 0.0 265.0 119.39050598784279 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.000312957214866 0.0 0.0 0.0 0.0 0.0 0.0 266.0 179.87606661274123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.000009129518994 0.0 0.0 0.0 0.0 0.0 0.0 266.0 229.06035450746722 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.000668836242285 0.0 0.0 0.0 0.0 0.0 0.0 267.0 250.23025278732223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.000592477542693 0.0 0.0 0.0 0.0 0.0 0.0 267.0 259.9396683416364 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.000638663820322 0.0 0.0 0.0 0.0 0.0 0.0 267.0 260.8730103122365 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.000174919658129 0.0 0.0 0.0 0.0 0.0 0.0 267.0 261.6297527562464 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
11.00000801611146 0.0 0.0 0.0 0.0 0.0 0.0 267.0 261.4105690338082 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
12.000131723425223 0.0 0.0 0.0 0.0 0.0 0.0 267.0 262.56944240679354 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
13.000109232909292 0.0 0.0 0.0 0.0 0.0 0.0 266.0 260.5140445161179 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
14.000140461453437 0.0 0.0 0.0 0.0 0.0 0.0 266.0 259.0368616941089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
