#####################################################################
# Alchemist log file - simulation started at: 2021-12-09T08:43+0000 #
#####################################################################
# random = 4.0
#
# The columns have the following meaning: 
# time localWarningInSystem[Min] localWarningInSystem[Max] localWarningInSystem[Mean] localWarningInSystem[Sum] meanWarningAtDetector[Sum] dataAtCollector[Sum] inSurveillanceArea[Sum] numDevicesAtDetector[Sum] localWarningInSurveillanceArea[Mean] localWarningInSurveillanceArea[Sum] sumWarningAtDetector[Mean] sumWarningAtDetector[Sum] meanWarningOverallAtDetector[Sum] meanWarningAtCollector[Sum] sumWarningAtCollector[Sum] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0022337669741583 0.0 0.0 0.0 0.0 0.0 0.0 103.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 0.0 0.0 0.0 0.0 0.0 0.0 242.0 12.130839236802323 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.0001501332046185 0.0 0.0 0.0 0.0 0.0 0.0 256.0 51.31255381929197 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.000034742769375 0.0 0.0 0.0 0.0 0.0 0.0 259.0 104.69939463881062 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.000143314300564 0.0 0.0 0.0 0.0 0.0 0.0 259.0 164.72131928918776 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.000038380733989 0.0 0.0 0.0 0.0 0.0 0.0 260.0 212.1212256124957 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.000031406782434 0.0 0.0 0.0 0.0 0.0 0.0 260.0 243.22040944686546 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.000109080786046 0.0 0.0 0.0 0.0 0.0 0.0 260.0 245.42355406902453 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.000191981369051 0.0 0.0 0.0 0.0 0.0 0.0 260.0 253.98328951353096 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
