#####################################################################
# Alchemist log file - simulation started at: 2021-12-09T08:43+0000 #
#####################################################################
# random = 23.0
#
# The columns have the following meaning: 
# time localWarningInSystem[Min] localWarningInSystem[Max] localWarningInSystem[Mean] localWarningInSystem[Sum] meanWarningAtDetector[Sum] dataAtCollector[Sum] inSurveillanceArea[Sum] numDevicesAtDetector[Sum] localWarningInSurveillanceArea[Mean] localWarningInSurveillanceArea[Sum] sumWarningAtDetector[Mean] sumWarningAtDetector[Sum] meanWarningOverallAtDetector[Sum] meanWarningAtCollector[Sum] sumWarningAtCollector[Sum] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0047487018510166 0.0 0.0 0.0 0.0 0.0 0.0 40.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 0.0 0.0 0.0 0.0 0.0 0.0 227.0 8.951550565790868 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.0006051632416675 0.0 0.0 0.0 0.0 0.0 0.0 251.0 37.794010559953556 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
4.000126715425275 0.0 0.0 0.0 0.0 0.0 0.0 254.0 95.85546035295087 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
5.001515163437136 0.0 0.0 0.0 0.0 0.0 0.0 255.0 166.13625957290324 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
6.000083887777544 0.0 0.0 0.0 0.0 0.0 0.0 256.0 218.16268999783034 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7.001408263506026 0.0 0.0 0.0 0.0 0.0 0.0 257.0 240.25179157899046 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
8.000256897834028 0.0 0.0 0.0 0.0 0.0 0.0 257.0 244.02561702777834 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
9.000727977703011 0.0 0.0 0.0 0.0 0.0 0.0 257.0 252.31641985797967 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
10.000138326284157 0.0 0.0 0.0 0.0 0.0 0.0 257.0 251.92472407723758 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
11.00020099601069 0.0 0.0 0.0 0.0 0.0 0.0 257.0 252.52012755332507 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
12.000219856841454 0.0 0.0 0.0 0.0 0.0 0.0 256.0 251.24151156580797 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
13.000285938294809 0.0 0.0 0.0 0.0 0.0 0.0 257.0 256.2883944478347 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
14.000139811947134 0.0 0.0 0.0 0.0 0.0 0.0 257.0 254.65946787677106 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
15.000190485420925 0.0 0.0 0.0 0.0 0.0 0.0 257.0 253.5528523475386 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16.000259198853225 0.0 0.0 0.0 0.0 0.0 0.0 257.0 248.93002567077576 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
17.00021504407935 0.0 0.0 0.0 0.0 0.0 0.0 257.0 252.71840904740586 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
18.00030629130153 0.0 0.0 0.0 0.0 0.0 0.0 257.0 254.76458286648185 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
19.000697470217155 0.0 0.0 0.0 0.0 0.0 0.0 257.0 251.75284735990266 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
20.00012678404654 0.0 0.0 0.0 0.0 0.0 0.0 257.0 253.58955879684845 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
21.000170629638102 0.0 0.0 0.0 0.0 0.0 0.0 257.0 253.3291984090581 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
